ID,Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,Z_CostContact,Z_Revenue,Response,Children,Customer_Age,Loyalty_Score,Eco_Friendly_Score,Recency_Score,Spending_Ratio,Income_Category
437,1976,Graduate,Divorced,75012.0,0,0,2014-01-25,41,294,142,218,164,58,151,1,3,8,11,1,3,11,0,0,49,22,344.21,41,0.01,Medium
11171,1965,Graduate,Married,56962.0,2,1,2013-10-11,60,292,3,77,10,3,26,7,6,3,5,7,3,11,0,3,60,14,11.85,60,0.01,Low
11101,1991,Graduation,Together,89891.0,0,0,2013-04-15,17,412,22,132,59,28,183,1,11,6,8,4,3,11,0,0,34,25,70.02,17,0.01,Medium
5329,1949,Doctorate,Divorced,35946.0,1,1,2013-09-27,24,8,0,3,0,0,0,1,0,0,3,5,3,11,0,2,76,3,0.11,24,0.0,Low
610,1953,Doctorate,Together,53593.0,1,1,2012-08-07,60,349,4,78,6,0,43,8,7,2,6,8,3,11,0,2,72,15,12.09,60,0.01,Low
9384,1978,Graduation,Married,66373.0,1,1,2013-06-12,57,328,9,124,12,24,109,7,4,2,10,3,3,11,0,2,47,16,32.99,57,0.01,Medium
5956,1948,Doctorate,Divorced,45072.0,1,2,2013-10-16,74,144,2,99,7,2,30,5,6,1,4,8,3,11,0,3,77,11,9.73,74,0.01,Low
10430,1973,Graduation,Divorced,89694.0,1,1,2013-10-09,22,1126,28,211,37,28,42,3,4,3,4,5,3,11,0,2,52,11,80.55,22,0.02,Medium
7875,1949,Graduation,Married,72025.0,0,0,2014-04-29,46,967,0,617,43,50,0,1,4,8,13,2,3,11,1,0,76,25,48.12,46,0.02,Medium
7072,1973,Graduation,Married,67432.0,0,1,2013-03-29,69,432,79,341,177,136,170,2,8,5,4,4,3,11,0,1,52,17,251.36,69,0.02,Medium
6255,1952,Graduate,Together,70545.0,0,1,2014-06-03,29,138,39,63,55,18,21,1,4,1,7,2,3,11,0,1,73,12,97.33,29,0.0,Medium
6516,1989,Primary,Married,17487.0,1,0,2013-03-18,37,0,0,1,7,4,6,1,1,0,2,7,3,11,0,1,36,3,2.77,37,0.0,Very Low
5564,1969,Graduation,Together,62882.0,0,1,2012-08-09,26,509,133,497,78,24,97,2,7,5,6,4,3,11,0,1,56,18,308.01,26,0.02,Medium
5682,1953,Doctorate,Single,64108.0,0,1,2013-03-23,8,948,10,86,13,21,21,4,6,9,11,5,3,11,0,1,72,26,32.79,8,0.02,Medium
7458,1956,Graduate,Together,34941.0,1,1,2013-03-06,26,39,2,25,4,3,24,2,3,0,3,8,3,11,0,2,69,6,6.73,26,0.0,Low
5237,1950,Doctorate,Single,48767.0,1,2,2014-01-01,79,28,1,21,3,0,10,3,2,1,3,5,3,11,0,3,75,6,3.38,79,0.0,Low
7761,1978,2n Cycle,Together,38702.0,1,0,2013-08-01,71,13,11,24,13,8,40,2,3,0,4,6,3,11,0,1,47,7,28.16,71,0.0,Low
5278,1964,Graduation,Married,82224.0,0,0,2014-01-25,83,307,26,360,138,31,40,1,6,9,5,3,3,11,0,0,61,20,103.27,83,0.01,Medium
3560,1952,Graduation,Together,83844.0,0,0,2013-05-12,57,901,31,345,75,31,191,1,4,4,11,1,3,11,0,0,73,19,100.11,57,0.02,Medium
7235,1975,2n Cycle,Married,17003.0,1,0,2013-12-09,37,2,5,12,4,8,7,3,2,0,4,5,3,11,0,1,50,6,13.91,37,0.0,Very Low
10548,1995,Graduation,Single,71163.0,0,0,2014-03-09,30,283,17,372,138,106,44,1,3,8,12,1,3,11,0,0,30,23,110.71,30,0.01,Medium
2281,1970,Graduation,Single,33697.0,1,0,2013-09-15,34,4,3,7,0,3,11,1,1,0,2,7,3,11,0,1,55,3,7.26,34,0.0,Low
4073,1954,2n Cycle,Married,63564.0,0,0,2014-01-29,0,769,80,252,15,34,65,1,10,10,7,6,3,11,1,0,71,27,183.67,0,0.02,Medium
6974,1972,Doctorate,Together,83443.0,0,0,2013-12-31,89,518,42,742,55,56,84,1,6,10,5,2,3,11,0,0,53,21,141.15,89,0.02,Medium
7938,1958,Doctorate,Together,51518.0,0,1,2013-10-03,92,350,8,66,17,4,4,2,3,2,10,3,3,11,0,1,67,15,23.18,92,0.01,Low
7094,1975,Graduation,Widow,58330.0,0,1,2013-12-25,87,445,53,213,104,98,151,1,6,4,13,4,3,11,0,1,50,23,167.36,87,0.02,Low
3667,1969,Graduation,Married,80952.0,0,0,2013-02-28,20,778,178,689,41,27,44,1,8,5,11,8,3,11,1,0,56,24,398.72,20,0.02,Medium
7723,1979,Graduation,Together,75507.0,0,0,2014-05-02,56,709,93,374,104,80,80,1,8,6,6,3,3,11,0,0,46,20,247.32,56,0.02,Medium
3870,1978,2n Cycle,Together,63855.0,0,0,2013-02-09,28,359,35,314,93,116,89,1,7,3,13,4,3,11,0,0,47,23,138.9,28,0.02,Medium
4012,1972,Doctorate,Together,62220.0,0,1,2012-08-11,55,799,12,375,16,12,12,5,7,6,5,6,3,11,1,1,53,18,45.09,55,0.02,Medium
5909,1964,Graduation,Married,58512.0,0,1,2013-09-19,25,895,10,101,13,0,152,5,3,4,8,8,3,11,0,1,61,15,26.34,25,0.02,Low
10470,1979,Graduate,Married,40662.0,1,0,2013-03-15,0,40,2,23,0,4,23,2,2,1,3,4,3,11,0,1,46,6,6.19,0,0.0,Low
6488,1959,Doctorate,Married,38829.0,0,1,2014-04-06,86,76,0,7,0,0,16,1,3,2,2,5,3,11,0,1,66,7,0.26,86,0.0,Low
10270,1981,2n Cycle,Married,35523.0,1,0,2013-10-03,8,11,5,22,12,5,11,2,3,0,3,7,3,11,0,1,44,6,14.88,8,0.0,Low
6887,1967,Graduation,Single,79146.0,1,1,2014-04-24,33,245,16,223,21,43,16,2,8,1,8,6,3,11,0,2,58,17,58.79,33,0.01,Medium
6406,1988,Graduate,Married,78285.0,0,0,2013-10-28,13,647,107,391,175,67,40,1,6,4,10,3,3,11,0,0,37,20,285.81,13,0.02,Medium
7573,1978,Doctorate,Single,31626.0,1,0,2013-05-10,12,39,1,9,2,1,34,1,2,1,2,7,3,11,1,1,47,5,3.07,12,0.0,Low
4508,1952,Graduation,Single,75127.0,0,0,2014-05-22,92,203,35,305,46,17,227,1,2,11,5,1,3,11,0,0,73,18,96.16,92,0.01,Medium
221,1955,Graduation,Married,48726.0,0,1,2013-04-27,90,138,3,38,4,0,59,3,3,2,4,6,3,11,0,1,70,9,8.21,90,0.0,Low
5331,1977,Graduation,Married,74985.0,0,0,2012-09-11,8,587,51,898,247,0,86,1,3,6,7,2,3,11,0,0,48,16,184.66,8,0.02,Medium
1911,1987,Graduation,Together,67430.0,0,0,2012-09-05,6,595,97,291,127,133,121,1,11,5,12,6,3,11,0,0,38,28,274.51,6,0.02,Medium
20,1965,2n Cycle,Married,46891.0,0,1,2013-09-01,91,43,12,23,29,15,61,1,2,1,4,4,3,11,0,1,60,7,35.65,91,0.0,Low
8786,1956,Graduate,Married,62058.0,0,1,2013-05-26,52,301,7,74,10,0,58,4,6,1,7,6,3,11,0,1,69,14,18.74,52,0.01,Medium
10582,1979,Graduation,Married,72063.0,0,1,2013-07-03,3,180,32,348,76,32,90,2,5,2,12,2,3,11,0,1,46,19,102.76,3,0.01,Medium
1915,1951,Doctorate,Married,78939.0,0,0,2013-12-12,57,794,115,243,150,0,205,1,8,5,6,3,3,11,0,0,74,19,269.0,57,0.02,Medium
8897,1965,Graduation,Single,42720.0,1,1,2013-04-24,9,392,5,91,28,26,112,8,7,3,7,8,3,11,1,2,60,17,27.64,9,0.02,Low
2371,1972,Graduation,Married,33622.0,1,1,2013-04-13,22,39,1,22,3,4,12,3,2,0,4,7,3,11,0,2,53,6,4.75,22,0.0,Low
4303,1957,Doctorate,Together,6835.0,0,1,2012-12-08,76,107,2,12,2,2,12,0,0,0,1,20,3,11,0,1,68,1,5.51,76,0.02,Very Low
6825,1953,Graduation,Together,41452.0,1,1,2013-03-06,86,13,0,3,0,0,0,1,1,0,2,7,3,11,0,2,72,3,0.11,86,0.0,Low
1072,1965,Doctorate,Single,40760.0,0,1,2013-08-30,64,70,0,17,0,0,6,2,2,1,3,6,3,11,0,1,60,6,0.63,64,0.0,Low
4964,1958,Doctorate,Together,74250.0,0,0,2014-01-26,90,680,11,392,75,0,0,1,2,11,4,1,3,11,0,0,67,17,51.52,90,0.02,Medium
2461,1955,Graduate,Single,51124.0,1,1,2013-12-18,79,26,1,11,0,1,4,2,1,0,3,3,3,11,0,2,70,4,2.74,79,0.0,Low
10736,1971,Graduation,Single,72258.0,0,1,2013-09-12,28,522,0,522,227,120,134,2,6,9,5,2,3,11,0,1,54,20,104.73,28,0.02,Medium
3194,1974,Doctorate,Single,71466.0,0,0,2014-04-05,86,412,12,546,78,182,0,1,4,4,10,1,3,11,0,0,51,18,120.49,86,0.02,Medium
10839,1976,Graduation,Together,36283.0,1,1,2014-04-14,42,6,5,5,8,0,5,2,1,0,3,4,3,11,0,2,49,4,11.79,42,0.0,Low
49,1970,Graduation,Single,20587.0,1,0,2014-05-11,39,2,3,6,4,1,9,1,1,1,2,7,3,11,0,1,55,4,7.36,39,0.0,Very Low
4290,1972,Graduation,Married,30467.0,1,0,2014-03-19,8,1,3,8,2,5,5,1,1,0,2,7,3,11,0,1,53,3,8.36,8,0.0,Low
10219,1972,Graduation,Together,31590.0,1,0,2013-06-18,40,6,2,15,6,6,3,1,1,0,3,8,3,11,0,1,53,4,7.76,40,0.0,Low
4211,1986,Primary,Married,20425.0,1,0,2012-10-29,5,4,12,5,3,16,17,2,2,0,3,7,3,11,0,1,39,5,30.12,5,0.0,Very Low
1135,1960,Graduate,Together,17144.0,1,1,2014-02-15,96,18,2,19,0,2,6,5,3,0,4,7,3,11,0,2,65,7,5.37,96,0.0,Very Low
6299,1968,Doctorate,Divorced,42564.0,0,1,2013-01-02,28,324,48,186,39,18,198,6,6,8,4,7,3,11,1,1,57,18,116.69,28,0.02,Low
10846,1978,Graduate,Married,43783.0,1,0,2014-05-29,22,327,9,125,25,4,139,6,7,1,8,7,3,11,0,1,47,16,28.96,22,0.01,Low
347,1976,Graduation,Divorced,40780.0,0,1,2012-09-08,30,229,27,71,13,3,34,4,7,1,5,9,3,11,0,1,49,13,60.23,30,0.01,Low
6543,1945,Graduate,Together,62847.0,0,0,2013-01-15,45,521,168,706,80,76,61,1,3,6,4,2,3,11,0,0,80,13,403.48,45,0.03,Medium
10446,1957,Doctorate,Married,82017.0,0,0,2012-11-07,58,184,23,446,30,23,23,1,5,4,7,2,3,11,1,0,68,16,76.19,58,0.01,Medium
3479,1950,Graduation,Single,16813.0,0,0,2013-07-19,49,4,8,11,12,2,13,1,2,0,3,7,3,11,0,0,75,5,19.47,49,0.0,Very Low
11075,1978,Graduation,Married,51267.0,1,1,2013-10-29,37,183,2,64,7,2,12,4,3,3,5,4,3,11,0,2,47,11,8.44,37,0.01,Low
4442,1961,Graduation,Single,46524.0,0,1,2013-04-05,70,31,19,35,26,14,52,2,1,1,5,3,3,11,0,1,64,7,49.16,70,0.0,Low
199,1962,Graduate,Single,45183.0,0,0,2013-01-20,33,219,3,60,12,9,12,1,4,1,7,7,3,11,0,0,63,12,13.62,33,0.01,Low
6722,1954,Doctorate,Married,70421.0,0,1,2014-06-28,98,479,28,136,75,14,35,3,10,3,7,6,3,11,0,1,71,20,80.7,98,0.01,Medium
796,1965,2n Cycle,Divorced,60161.0,0,1,2012-10-23,17,584,44,212,46,8,177,3,11,4,8,8,3,11,0,1,60,23,107.72,17,0.02,Medium
3749,1973,Graduation,Together,73926.0,0,0,2013-03-02,54,627,91,597,159,91,15,1,6,5,12,3,3,11,0,0,52,23,266.24,54,0.02,Medium
8523,1968,Graduation,Married,19329.0,1,0,2013-12-14,39,24,1,16,12,2,5,3,4,0,3,8,3,11,0,1,57,7,5.66,39,0.0,Very Low
310,1970,Graduate,Married,61872.0,0,1,2013-12-13,81,330,5,159,36,27,16,4,4,4,9,4,3,11,0,1,55,17,32.09,81,0.01,Medium
8629,1956,Graduation,Widow,46984.0,1,1,2013-03-26,71,19,1,10,2,1,8,1,1,0,3,5,3,11,0,2,69,4,3.1,71,0.0,Low
236,1951,Graduation,Married,34838.0,1,1,2013-01-19,62,28,23,29,29,14,47,3,2,1,4,6,3,11,0,2,74,7,57.54,62,0.0,Low
9930,1944,Doctorate,Single,82716.0,0,0,2013-11-05,8,606,148,228,15,148,22,1,6,8,13,2,3,11,0,0,81,27,356.78,8,0.01,Medium
3483,1958,Graduation,Married,48192.0,0,0,2013-04-06,76,1039,43,204,153,58,29,3,2,8,12,8,3,11,1,0,67,22,143.49,76,0.03,Low
4599,1976,Graduate,Married,49681.0,0,2,2013-11-04,66,411,0,26,0,0,21,6,7,1,7,7,3,11,0,2,49,15,0.96,66,0.01,Low
7326,1971,Graduate,Married,56850.0,0,1,2014-03-23,83,34,1,19,2,7,0,1,1,1,3,2,3,11,0,1,54,5,5.44,83,0.0,Low
7352,1957,Graduation,Married,55267.0,0,1,2013-10-21,28,161,28,136,32,3,45,4,3,4,6,3,3,11,0,1,68,13,68.44,28,0.01,Low
2350,1972,Graduation,Married,59666.0,1,1,2013-03-22,87,623,53,178,23,17,133,7,3,2,8,8,3,11,0,2,53,13,122.86,87,0.02,Low
9145,1972,Graduation,Single,72504.0,0,1,2013-04-06,43,604,26,470,123,161,94,2,5,9,6,2,3,11,0,1,53,20,147.67,43,0.02,Medium
2964,1981,Graduation,Married,26872.0,0,0,2013-10-16,0,3,10,8,3,16,32,1,1,1,2,6,3,11,0,0,44,4,26.23,0,0.0,Very Low
5585,1972,Graduation,Single,21359.0,1,0,2013-04-20,1,12,2,17,6,1,10,2,2,0,3,8,3,11,1,1,53,5,6.16,1,0.0,Very Low
9687,1975,Graduation,Single,73170.0,0,0,2014-05-31,1,184,174,256,50,30,32,1,5,4,6,2,3,11,0,0,50,15,377.48,1,0.01,Medium
3732,1955,Graduate,Married,52750.0,0,1,2013-02-04,72,393,0,239,90,69,69,6,5,7,9,4,3,11,0,1,70,21,49.85,72,0.02,Low
6303,1986,Doctorate,Together,91820.0,0,0,2013-11-23,72,410,73,747,76,161,30,0,5,5,12,1,3,11,0,0,39,22,242.53,72,0.02,High
11176,1970,Doctorate,Together,65968.0,0,1,2014-05-12,12,376,9,83,19,4,4,2,5,4,7,3,3,11,0,1,55,16,26.21,12,0.01,Medium
2986,1976,Graduation,Married,30772.0,1,1,2014-03-12,89,7,2,4,2,1,4,1,1,0,2,6,3,11,0,2,49,3,4.88,89,0.0,Low
7462,1954,Graduation,Single,22507.0,0,0,2012-11-24,67,68,0,226,51,157,68,3,10,2,4,9,3,11,0,0,71,16,70.9,67,0.03,Very Low
3900,1972,Graduation,Married,65685.0,0,1,2014-03-29,54,642,14,49,0,7,57,1,9,2,9,5,3,11,0,1,53,20,32.15,54,0.01,Medium
7034,1978,2n Cycle,Married,25804.0,1,0,2013-09-01,34,8,7,9,13,6,12,2,2,0,3,8,3,11,0,1,47,5,18.93,34,0.0,Very Low
9493,1980,Doctorate,Single,76412.0,0,0,2013-05-05,15,840,53,804,23,71,17,1,5,4,8,3,3,11,1,0,45,17,164.04,15,0.02,Medium
1143,1972,Graduation,Married,22063.0,1,0,2013-08-08,43,7,10,13,3,11,11,2,2,0,3,7,3,11,0,1,53,5,24.75,43,0.0,Very Low
1,1961,Graduation,Single,57091.0,0,0,2014-06-15,0,464,5,64,7,0,37,1,7,3,7,5,3,11,1,0,64,17,13.77,0,0.01,Low
3855,1963,Graduation,Married,22419.0,0,0,2013-04-18,74,30,3,47,19,21,42,1,3,2,2,8,3,11,0,0,62,7,18.54,74,0.01,Very Low
5536,1959,Graduation,Together,87771.0,0,1,2013-05-22,61,1492,38,287,50,57,33,1,5,10,4,6,3,11,1,1,66,19,115.63,61,0.02,Medium
5989,1959,2n Cycle,Divorced,78353.0,0,1,2013-04-16,51,752,122,476,39,153,34,1,10,2,11,8,3,11,0,1,66,23,320.43,51,0.02,Medium
9499,1954,Graduation,Married,93404.0,1,2,2013-05-07,97,1279,15,287,20,0,15,3,3,4,7,5,3,11,0,3,71,14,44.63,97,0.02,High
6768,1962,Graduation,Divorced,37859.0,1,2,2013-01-12,75,22,1,8,2,1,2,2,1,0,3,8,3,11,0,3,63,4,3.03,75,0.0,Low
2150,1958,Doctorate,Widow,80995.0,0,1,2013-05-11,83,860,28,409,73,56,56,1,8,9,4,4,3,11,0,1,67,21,104.41,83,0.02,Medium
6646,1984,Graduation,Together,16529.0,1,0,2014-03-01,23,3,0,5,13,0,1,1,1,0,3,6,3,11,0,1,41,4,2.79,23,0.0,Very Low
4887,1976,Doctorate,Divorced,55412.0,1,1,2013-11-22,65,10,5,28,11,1,8,1,2,0,3,5,3,11,0,2,49,5,13.57,65,0.0,Low
8560,1992,Graduation,Single,48789.0,0,0,2012-09-10,94,351,16,156,7,5,145,1,6,4,7,6,3,11,0,0,33,17,40.84,94,0.01,Low
3321,1967,Doctorate,Together,56575.0,0,2,2013-05-05,42,421,5,90,0,16,10,3,7,3,7,5,3,11,0,2,58,17,18.67,42,0.01,Low
11003,1980,2n Cycle,Together,25130.0,1,0,2013-10-02,10,2,5,7,0,18,18,2,2,0,3,7,3,11,0,1,45,5,16.26,10,0.0,Very Low
10402,1967,Graduation,Married,35441.0,1,1,2013-02-14,94,25,1,9,2,1,1,2,1,0,3,8,3,11,0,2,58,4,3.07,94,0.0,Low
9904,1956,Graduation,Married,71391.0,0,1,2013-03-29,50,336,123,274,46,123,141,5,6,5,12,3,3,11,0,1,69,23,306.35,50,0.01,Medium
6141,1972,Graduate,Single,49494.0,1,0,2013-04-25,46,191,9,97,0,6,82,2,6,1,5,7,3,11,0,1,53,12,23.59,46,0.01,Low
5687,1980,Graduation,Divorced,81702.0,0,0,2012-09-23,98,563,50,774,28,31,187,1,7,7,12,3,3,11,0,0,45,26,144.6,98,0.02,Medium
10856,1980,2n Cycle,Single,45889.0,0,1,2013-07-02,42,31,0,6,0,1,8,1,1,0,3,6,3,11,0,1,45,4,0.56,42,0.0,Low
5121,1977,Graduation,Single,56628.0,0,1,2014-03-21,30,479,5,82,7,17,171,2,7,6,5,5,3,11,0,1,48,18,20.1,30,0.01,Low
4186,1950,Graduation,Together,34026.0,1,1,2013-08-05,11,18,6,15,12,8,17,3,2,1,3,5,3,11,0,2,75,6,17.62,11,0.0,Low
368,1974,Graduation,Married,40049.0,0,1,2012-11-29,61,91,65,52,10,44,28,3,3,2,6,5,3,11,0,1,51,11,148.59,61,0.01,Low
3312,1988,Graduation,Single,34176.0,1,0,2014-05-12,12,5,7,24,19,14,20,4,3,0,4,6,3,11,0,1,37,7,23.36,12,0.0,Low
11121,1981,Graduation,Married,19419.0,1,0,2012-11-10,76,2,14,28,16,3,7,4,4,0,3,9,3,11,0,1,44,7,33.24,76,0.0,Very Low
5332,1960,2n Cycle,Married,82504.0,0,0,2013-07-27,2,362,50,431,134,35,54,1,3,6,7,1,3,11,0,0,65,16,154.43,2,0.01,Medium
5848,1970,Graduation,Together,81205.0,0,0,2014-01-13,43,724,74,929,97,55,130,1,5,6,7,2,3,11,1,0,55,18,220.14,43,0.02,Medium
10343,1991,2n Cycle,Single,61618.0,0,0,2012-09-29,27,605,91,399,0,45,205,2,3,6,8,3,3,11,0,0,34,17,211.78,27,0.02,Medium
5935,1956,Graduate,Single,55284.0,0,1,2012-12-24,60,547,7,140,0,7,63,3,7,5,8,5,3,11,0,1,69,20,21.52,60,0.01,Low
2895,1963,Graduation,Single,49980.0,0,1,2013-10-23,79,104,1,54,13,9,14,2,3,1,5,5,3,11,0,1,62,9,9.6,79,0.0,Low
10262,1980,Graduation,Married,15072.0,2,0,2013-05-10,96,8,2,15,0,10,18,4,3,1,3,5,3,11,0,2,45,7,7.89,96,0.0,Very Low
7848,1974,Graduation,Single,49166.0,0,1,2013-06-13,17,224,2,25,7,0,110,2,5,3,3,6,3,11,0,1,51,11,6.33,17,0.01,Low
9477,1954,Doctorate,Married,65324.0,0,1,2014-01-11,0,384,0,102,21,32,5,3,6,2,9,4,3,11,0,1,71,17,18.64,0,0.01,Medium
4856,1957,2n Cycle,Married,82347.0,0,0,2012-11-06,38,556,54,845,202,133,63,1,7,7,10,3,3,11,0,0,68,24,224.03,38,0.02,Medium
7186,1966,Doctorate,Together,30843.0,1,1,2014-05-26,43,24,0,2,0,0,9,2,1,1,2,5,3,11,0,2,59,4,0.07,43,0.0,Low
5794,1974,Doctorate,Married,46374.0,0,1,2014-03-17,1,408,0,21,0,0,17,3,7,1,7,8,3,11,1,1,51,15,0.78,1,0.01,Low
1456,1979,Graduation,Single,60474.0,0,1,2013-04-01,25,265,199,303,234,9,170,7,10,2,12,7,3,11,0,1,46,24,459.02,25,0.02,Medium
4877,1973,Graduate,Married,38576.0,0,1,2014-03-04,2,34,0,7,0,0,0,1,1,0,3,7,3,11,0,1,52,4,0.26,2,0.0,Low
425,1985,Graduation,Married,55357.0,2,0,2013-02-19,66,374,64,116,84,25,64,3,6,2,11,5,3,11,0,2,40,19,157.43,66,0.01,Low
3007,1966,Graduation,Together,37758.0,1,1,2012-10-04,49,27,2,10,0,0,1,2,1,0,3,8,3,11,0,2,59,4,4.37,49,0.0,Low
1031,1989,2n Cycle,Married,85710.0,0,0,2013-05-05,5,600,20,350,29,30,33,1,6,9,10,2,3,11,0,0,36,25,68.76,5,0.01,Medium
4297,1969,Graduation,Together,23228.0,1,0,2014-01-26,71,13,2,18,6,1,0,2,2,0,3,8,3,11,0,1,56,5,6.2,71,0.0,Very Low
807,1969,Graduate,Together,44602.0,1,1,2014-02-15,35,167,2,89,0,0,34,6,6,1,4,8,3,11,0,2,56,11,7.3,35,0.01,Low
9553,1987,Graduation,Married,7500.0,0,0,2013-01-09,94,0,2,3,4,1,5,1,0,0,3,6,3,11,0,0,38,3,5.24,94,0.0,Very Low
4271,1989,2n Cycle,Together,38683.0,1,0,2012-10-04,80,46,35,69,84,41,66,6,4,1,6,7,3,11,0,1,36,11,103.02,80,0.01,Low
4120,1975,2n Cycle,Single,49514.0,1,0,2013-12-17,61,88,39,78,58,13,93,2,6,1,4,7,3,11,0,1,50,11,96.82,61,0.01,Low
2036,1973,Doctorate,Together,57906.0,0,1,2013-06-11,29,243,11,119,10,3,15,3,4,2,8,4,3,11,0,1,52,14,29.41,29,0.01,Low
115,1966,Graduate,Single,43456.0,0,1,2013-03-26,0,275,11,68,25,7,7,3,5,1,8,5,3,11,0,1,59,14,31.85,0,0.01,Low
4259,1986,Graduate,Single,19485.0,2,0,2013-09-24,80,6,0,4,0,0,0,1,1,0,2,7,3,11,0,2,39,3,0.15,80,0.0,Very Low
8687,1978,Graduation,Together,53172.0,0,1,2013-05-06,54,121,62,90,68,20,125,3,2,3,8,3,3,11,0,1,47,13,147.6,54,0.01,Low
2447,1979,Graduation,Together,30545.0,1,0,2012-10-17,71,4,12,15,19,7,12,2,2,0,3,7,3,11,0,1,46,5,30.69,71,0.0,Low
10140,1983,Doctorate,Together,70123.0,0,0,2013-09-28,27,1308,0,396,23,0,0,1,5,7,4,3,3,11,0,0,42,16,19.27,27,0.02,Medium
9353,1959,Graduation,Single,62450.0,0,1,2014-01-06,61,515,47,267,62,66,38,2,5,5,4,3,3,11,0,1,66,14,138.29,61,0.02,Medium
3623,1976,Graduation,Together,21675.0,1,0,2014-06-11,55,4,0,16,17,4,4,3,4,0,3,7,3,11,0,1,49,7,5.33,55,0.0,Very Low
738,1981,2n Cycle,Single,42395.0,1,1,2014-04-04,35,48,13,57,24,15,25,4,3,1,4,7,3,11,0,2,44,8,37.91,35,0.0,Low
7631,1978,Graduate,Together,61346.0,1,0,2013-10-06,34,562,58,168,43,16,142,1,5,7,10,3,3,11,0,1,47,22,136.16,34,0.02,Medium
4789,1953,Graduation,Together,80812.0,0,0,2013-09-17,95,769,22,500,210,143,33,1,4,8,5,2,3,11,0,0,72,17,152.19,95,0.02,Medium
773,1971,Graduate,Divorced,42835.0,1,1,2013-06-30,64,379,4,93,12,9,98,7,6,6,4,6,3,11,0,2,54,16,16.84,64,0.01,Low
10602,1983,Graduation,Married,39922.0,1,0,2013-02-14,30,29,12,59,19,1,36,2,3,0,4,8,3,11,0,1,42,7,30.32,30,0.0,Low
1446,1956,Graduate,Single,86424.0,0,0,2014-04-05,12,387,68,569,89,45,68,1,6,9,12,1,3,11,0,0,69,27,189.87,12,0.01,Medium
3270,1978,2n Cycle,Together,17117.0,1,0,2013-01-17,96,12,23,38,30,18,7,4,3,1,3,9,3,11,0,1,47,7,59.41,96,0.01,Very Low
8443,1972,Graduation,Single,24762.0,1,0,2014-02-10,16,6,10,12,3,15,40,3,3,1,2,8,3,11,1,1,53,6,26.04,16,0.0,Very Low
9653,1975,Graduation,Married,35797.0,0,1,2012-10-16,16,27,1,14,4,1,21,2,2,0,3,8,3,11,0,1,50,5,3.65,16,0.0,Low
8916,1975,Graduation,Divorced,36627.0,2,0,2013-07-23,78,9,1,5,0,0,1,1,0,0,3,5,3,11,0,2,50,3,2.19,78,0.0,Low
8017,1981,2n Cycle,Married,51111.0,1,1,2014-06-19,83,22,0,19,6,5,3,2,2,0,3,6,3,11,0,2,44,5,3.57,83,0.0,Low
5830,1972,Doctorate,Single,86857.0,0,0,2012-09-12,96,899,102,838,133,102,40,1,5,6,10,2,3,11,1,0,53,21,295.64,96,0.02,Medium
4597,1970,Doctorate,Together,82072.0,0,0,2013-07-02,67,889,55,685,168,92,129,1,3,2,13,1,3,11,0,0,55,18,199.64,67,0.02,Medium
7023,1953,Doctorate,Single,46231.0,2,1,2012-11-26,87,189,2,55,0,5,12,4,6,1,4,9,3,11,0,3,72,11,7.7,87,0.01,Low
8086,1959,Graduation,Married,42243.0,1,1,2013-12-11,34,48,0,2,0,0,5,2,2,0,3,7,3,11,0,2,66,5,0.07,34,0.0,Low
8825,1962,Graduation,Together,51195.0,1,1,2013-04-01,46,230,14,156,82,24,58,8,9,2,5,8,3,11,0,2,63,16,58.18,46,0.01,Low
2930,1978,Graduate,Single,68092.0,0,0,2013-12-16,7,852,60,207,78,36,48,2,2,6,10,5,3,11,0,0,47,18,155.27,7,0.02,Medium
1928,1973,Graduation,Married,31814.0,1,0,2013-02-09,73,35,3,20,4,1,20,2,2,0,3,9,3,11,0,1,52,5,7.87,73,0.0,Low
7108,1965,Graduate,Widow,51390.0,1,1,2012-09-08,54,205,20,47,23,2,56,6,5,2,5,5,3,11,0,2,60,12,47.01,54,0.01,Low
10925,1983,Graduation,Married,76630.0,0,0,2014-01-14,93,255,31,446,40,56,175,1,3,10,11,1,3,11,0,0,42,24,105.19,93,0.01,Medium
9960,1991,Primary,Single,26868.0,1,0,2014-04-30,52,0,0,1,8,3,2,1,1,0,2,7,3,11,0,1,34,3,2.64,52,0.0,Very Low
8800,1943,Doctorate,Divorced,48948.0,0,0,2013-02-01,53,437,8,206,160,49,42,2,7,10,5,6,3,11,1,0,82,22,71.96,53,0.02,Low
9224,1972,Doctorate,Single,55260.0,0,1,2012-12-12,81,825,8,53,11,0,242,2,8,10,5,6,3,11,0,1,53,23,20.16,81,0.02,Low
5519,1956,Graduation,Together,64090.0,0,1,2013-08-07,8,316,58,161,76,51,135,1,6,9,4,5,3,11,1,1,69,19,154.16,8,0.01,Medium
5046,1958,Graduation,Divorced,78331.0,0,1,2014-01-23,97,756,138,354,160,169,61,2,10,6,7,4,3,11,0,1,67,23,377.44,97,0.02,Medium
